time,google.cloud.dialogflow.v2.Sessions.DetectIntent
2021-02-17T08:12:36.430Z,0.786432
2021-02-17T10:38:24.430Z,0.393216
2021-02-17T11:00:00.430Z,0.196608
2021-02-17T11:01:48.430Z,0.31831771428571426
2021-02-17T11:05:24.430Z,0.22469485714285714
2021-02-17T11:07:12.430Z,0.196608
2021-02-17T11:09:00.430Z,0.19005439999999998
2021-02-17T11:12:36.430Z,0.19005439999999998
2021-02-17T11:14:24.430Z,0.196608
2021-02-17T11:16:12.430Z,0.196608
2021-02-17T11:18:00.430Z,0.19022838938053097
2021-02-17T11:21:36.430Z,0.032768
2021-02-17T11:23:24.430Z,0.196608
2021-02-17T11:27:00.430Z,0.131072
2021-02-17T11:41:24.430Z,0.2145982745098039
2021-02-17T11:43:12.430Z,0.1974818133333333
2021-02-17T11:45:00.430Z,0.19743756962025316
2021-02-17T11:46:48.430Z,0.19492758974358973
2021-02-17T11:48:36.430Z,0.196608
2021-02-17T11:50:24.430Z,0.1940873846153846
2021-02-17T11:52:12.430Z,0.1973700465116279
2021-02-17T11:54:00.430Z,0.19737901176470588
2021-02-17T11:55:48.430Z,0.20164923076923075
2021-02-17T11:57:36.430Z,0.196608
